@RELATION ALGORITHM_RUNS_sanitycheck

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
mip1097, 1, Config1, 17.6860401630401, ok
mip1097, 1, Config2, 2.06010484695434, ok
mip1097, 1, Config3, 1.02583813667297, ok
mip1098, 1, ConfigDefault, 9600.0, timeout
mip1098, 1, Config1, 2807.87808394432, ok
mip1098, 1, Config2, 1646.56668710708, ok
mip1098, 1, Config3, 3389.20616888999, ok
mip1099, 1, ConfigDefault, 9600.0, timeout
mip1099, 1, Config1, 4754.11424183845, ok
mip1099, 1, Config2, 4998.41516518592, ok
mip1099, 1, Config3, 1663.83399891853, ok
mip11, 1, ConfigDefault, 75.0472037792205, ok
mip11, 1, Config1, 752.046298027038, ok
mip11, 1, Config2, 48.7599289417266, ok
mip11, 1, Config3, 55.9815371036529, ok
mip110, 1, ConfigDefault, 134.508091926574, ok
mip110, 1, Config1, 115.285814046859, ok
mip110, 1, Config2, 154.741322040557, ok
mip110, 1, Config3, 113.274147987365, ok
mip1100, 1, ConfigDefault, 9600.0, timeout
mip1100, 1, Config1, 9600.0, timeout
mip1100, 1, Config2, 9467.59408903122, ok
mip1100, 1, Config3, 9600.0, timeout
mip1101, 1, ConfigDefault, 101.8464179039, ok
mip1101, 1, Config1, 758.61470413208, ok
mip1101, 1, Config2, 63.304307937622, ok
mip1101, 1, Config3, 123.045608997344, ok
mip1102, 1, ConfigDefault, 241.707593917846, ok
mip1102, 1, Config1, 869.614321947097, ok
mip1102, 1, Config2, 1295.76355886459, ok
mip1102, 1, Config3, 2490.97601604461, ok
mip1103, 1, ConfigDefault, 77.8203771114349, ok
mip1103, 1, Config1, 431.274880170822, ok
mip1103, 1, Config2, 260.36143708229, ok
mip1103, 1, Config3, 2811.46588182449, ok
mip1104, 1, ConfigDefault, 9600.0, timeout
mip1104, 1, Config1, 9600.0, timeout
mip1104, 1, Config2, 9600.0, timeout
mip1104, 1, Config3, 9600.0, timeout
mip1105, 1, ConfigDefault, 524.808465003967, ok
mip1105, 1, Config1, 631.690071821212, ok
mip1105, 1, Config2, 152.584446191787, ok
mip1105, 1, Config3, 150.41296505928, ok
mip1106, 1, ConfigDefault, 9600.0, timeout
mip1106, 1, Config1, 9600.0, timeout
mip1106, 1, Config2, 9600.0, timeout
mip1106, 1, Config3, 9139.8089249134, ok
mip1107, 1, ConfigDefault, 81.6251780986785, ok
mip1107, 1, Config1, 276.188405036926, ok
mip1107, 1, Config2, 123.618374109268, ok
mip1107, 1, Config3, 205.383740901947, ok
mip1108, 1, ConfigDefault, 11.5007331371307, ok
mip1108, 1, Config1, 279.424844980239, ok
mip1108, 1, Config2, 1.34692597389221, ok
mip1108, 1, Config3, 1.32338690757751, ok
mip1109, 1, ConfigDefault, 4442.49068307876, ok
mip1109, 1, Config1, 285.521272182464, ok
mip1109, 1, Config2, 266.777278900146, ok
mip1109, 1, Config3, 381.97329878807, ok
mip111, 1, ConfigDefault, 117.274260997772, ok
mip111, 1, Config1, 127.168426036834, ok
mip111, 1, Config2, 81.776288986206, ok
mip111, 1, Config3, 64.6409981250763, ok
mip1110, 1, ConfigDefault, 404.32060098648, ok
mip1110, 1, Config1, 161.793247938156, ok
mip1110, 1, Config2, 131.288563013076, ok
mip1110, 1, Config3, 135.416863918304, ok
mip1111, 1, ConfigDefault, 112.463131189346, ok
mip1111, 1, Config1, 526.854519128799, ok
mip1111, 1, Config2, 67.894248008728, ok
mip1111, 1, Config3, 80.7862110137939, ok
mip1112, 1, ConfigDefault, 47.3143119812011, ok
mip1112, 1, Config1, 611.384250164032, ok
mip1112, 1, Config2, 77.2047250270843, ok
mip1112, 1, Config3, 30.772782087326, ok
mip1113, 1, ConfigDefault, 9.24366307258606, ok
mip1113, 1, Config1, 314.138803958892, ok
mip1113, 1, Config2, 1.31904196739196, ok
mip1113, 1, Config3, 1.15339112281799, ok
mip1114, 1, ConfigDefault, 101.785804033279, ok
mip1114, 1, Config1, 311.85401892662, ok
mip1114, 1, Config2, 54.7248690128326, ok
mip1114, 1, Config3, 91.5686159133911, ok
mip1115, 1, ConfigDefault, 7.07904005050659, ok
mip1115, 1, Config1, 823.355733156204, ok
mip1115, 1, Config2, 1.20928001403808, ok
mip1115, 1, Config3, 0.914527893066406, ok
mip1116, 1, ConfigDefault, 9600.0, timeout
mip1116, 1, Config1, 9600.0, timeout
mip1116, 1, Config2, 7267.82756590843, ok
mip1116, 1, Config3, 4281.20956087112, ok
mip1117, 1, ConfigDefault, 9600.0, timeout
mip1117, 1, Config1, 9600.0, timeout
mip1117, 1, Config2, 9600.0, timeout
mip1117, 1, Config3, 9600.0, timeout
mip1118, 1, ConfigDefault, 9600.0, timeout
mip1118, 1, Config1, 9600.0, timeout
mip1118, 1, Config2, 9600.0, timeout
mip1118, 1, Config3, 9600.0, timeout
mip1119, 1, ConfigDefault, 1549.81592798233, ok
mip1119, 1, Config1, 620.462407112121, ok
mip1119, 1, Config2, 87.4159648418426, ok
mip1119, 1, Config3, 94.8158209323883, ok
mip112, 1, ConfigDefault, 13.1989979743957, ok
mip112, 1, Config1, 32.0266330242157, ok
mip112, 1, Config2, 1.8853600025177, ok
mip112, 1, Config3, 1.99132299423217, ok
mip1120, 1, ConfigDefault, 6.73200988769531, ok
mip1120, 1, Config1, 21.7579660415649, ok
mip1120, 1, Config2, 1.11686110496521, ok
mip1120, 1, Config3, 1.02922010421752, ok
mip1121, 1, ConfigDefault, 9600.0, timeout
mip1121, 1, Config1, 9600.0, timeout
mip1121, 1, Config2, 1064.36314296722, ok
mip1121, 1, Config3, 1360.62668299675, ok
